Generation,Alive,AvgHealth,AvgHunger,Apples,AvgMaxQ,LeaderGenes
176895653.0745,3,18.144444444447483,-122.78333333332837,14,4.937140994316642,56.00236579446115
176895653.078,1,15.90000000000307,-126.14999999999142,14,4.928808594691134,56.00236579446115
176895655.2822,7,100,72.10000000000159,12,3.552585844959183,29.31234597680425
176895655.2857,7,100,28.12142857143208,10,4.258987893022073,29.31234597680425
176895655.2892,7,84.25714285714375,-21.8785714285681,10,4.258987893022073,29.31234597680425
176895655.2926,7,52.080952380955104,-71.87857142856593,10,4.258987893022073,29.31234597680425
176895655.2961,7,18.747619047622184,-121.87857142856333,10,4.258987893022073,29.31234597680425
176895655.2995,1,8.100000000003098,-137.84999999999354,10,4.944814336440221,29.31234597680425
176895657.5037,6,100,63.40833333333541,14,2.4793472946789916,50.991052961462344
176895657.5072,6,100,20.075000000003815,13,2.4793472946789916,50.991052961462344
176895657.5107,6,79.60000000000116,-29.924999999996032,13,2.4793472946789916,50.991052961462344
176895657.5141,6,46.71666666666969,-79.92499999999367,13,2.4793472946789916,50.991052961462344
176895657.5176,6,13.383333333336525,-129.92499999999302,13,2.4793472946789916,50.991052961462344
176895657.5211,1,2.700000000003117,-145.9499999999931,13,4.99,0
176895659.726,6,100,58.1833333333357,10,3.276099869147904,61.06882926273193
176895659.7294,6,100,8.183333333336945,10,3.276099869147904,61.06882926273193
176895659.7328,6,76.08333333333469,-28.48333333332894,8,4.555515616630768,61.06882926273193
176895659.7363,6,47.677777777780754,-78.48333333332666,8,4.555515616630768,61.06882926273193
176895659.7398,6,14.344444444447428,-128.48333333332815,8,4.555515616630768,61.06882926273193
176895659.7432,1,29.56666666667041,-105.64999999998965,8,12.489595361047474,0
176895661.9476,7,100,90.00000000000057,13,0,41.38392923471773
176895661.951,7,100,40.00000000000341,13,0,41.38392923471773
176895661.9544,7,93.33333333333371,-9.999999999996463,13,0,41.38392923471773
176895661.9579,7,60.000000000002274,-59.999999999995175,13,0,41.38392923471773
176895661.9614,7,26.666666666670267,-109.99999999999235,13,0,41.38392923471773
176895664.1663,6,100,91.55000000000048,14,1.6439946034546484,45.330024050222534
176895664.1697,6,100,49.78333333333618,12,3.2879852352149572,45.330024050222534
176895664.1732,6,96.58888888888909,-0.21666666666309098,12,3.2879852352149572,45.330024050222534
176895664.1767,6,66.52222222222413,-50.21666666666235,12,3.2879852352149572,45.330024050222534
176895664.1801,6,33.188888888892414,-100.21666666665955,12,3.2879852352149572,45.330024050222534
176895664.1836,2,9.800000000003092,-135.29999999999313,12,4.931971895280926,0
176895666.3879,6,100,70.00833333333505,16,0.8316666666666667,54.245425115277556
176895666.3913,6,100,29.341666666669976,13,2.3706695952411567,54.245425115277556
176895666.3947,6,83.33888888888983,-20.658333333329992,13,2.3706695952411567,54.245425115277556
176895666.3981,6,52.89444444444712,-70.6583333333278,13,2.3706695952411567,54.245425115277556
176895666.4017,6,19.561111111114144,-120.65833333332553,13,2.3706695952411567,54.245425115277556
176895666.4051,1,17.33333333333647,-123.99999999999154,13,9.234017571446941,54.245425115277556
176895668.6093,6,100,73.90833333333482,20,3.7348213637711765,45.841147275497754
176895668.6128,6,100,35.600000000003185,17,4.853403642533515,45.841147275497754
176895668.6162,6,87.55000000000071,-14.399999999996616,17,4.853403642533515,45.841147275497754
176895668.6197,6,65.40555555555753,-26.25833333332858,10,6.07091468903257,45.841147275497754
176895668.6232,6,42.077777777780206,-76.25833333332635,10,6.07091468903257,45.841147275497754
176895668.6273,3,41.65555555555812,-75.14999999999462,10,9.418526539885187,0
176895668.6314,2,26.533333333336284,-91.64999999999213,10,9.503279975784181,0
176895668.6349,1,17.766666666669824,-123.34999999999158,10,7.748878775713781,0
176895670.8393,6,100,77.03333333333464,13,1.629370281551422,57.33828404569624
176895670.8425,6,100,27.033333333336913,13,1.629370281551422,57.33828404569624
176895670.8461,6,84.68888888888976,-22.966666666663333,13,1.629370281551422,57.33828404569624
176895670.8496,6,51.35555555555832,-72.96666666666111,13,1.629370281551422,57.33828404569624
176895670.8531,6,18.02222222222548,-122.96666666665867,13,1.629370281551422,57.33828404569624
176895673.0572,6,100,90.9000000000005,15,0.818248738789213,52.491636602588635
176895673.0606,6,100,53.78333333333597,9,4.654947433440419,52.491636602588635
176895673.0642,6,97.7777777777779,3.7833333333369032,9,4.654947433440419,52.491636602588635
176895673.0676,6,69.18888888889065,-46.216666666662626,9,4.654947433440419,52.491636602588635
176895673.071,6,35.855555555559015,-96.2166666666598,9,4.654947433440419,52.491636602588635
176895673.0745,4,7.116666666669767,-139.32499999999388,9,6.9824211501606275,0
176895675.2787,6,100,63.766666666668726,10,2.383607234084737,43.2579383791847
176895675.2822,6,100,13.766666666670274,10,2.383607234084737,43.2579383791847
176895675.2856,6,75.84444444444581,-36.23333333332971,10,2.383607234084737,43.2579383791847
176895675.2891,6,42.51111111111438,-86.23333333332702,10,2.383607234084737,43.2579383791847
176895675.2926,6,9.177777777780912,-136.23333333332695,10,2.383607234084737,43.2579383791847
176895677.4969,7,100,80.25714285714399,11,1.421906,41.74569365351028
176895677.501,7,100,30.257142857146697,11,1.421906,41.74569365351028
176895677.5045,7,86.83809523809599,-19.742857142853744,11,1.421906,41.74569365351028
176895677.508,7,53.50476190476455,-69.74285714285176,11,1.421906,41.74569365351028
176895677.512,7,20.17142857143185,-119.74285714284893,11,1.421906,41.74569365351028
176895679.7163,6,100,81.48333333333439,12,1.567637245586172,37.69496597777721
176895679.7197,6,100,31.48333333333711,12,1.567637245586172,37.69496597777721
176895679.7232,6,87.65555555555625,-18.51666666666325,12,1.567637245586172,37.69496597777721
176895679.7266,6,54.322222222224816,-68.51666666666135,12,1.567637245586172,37.69496597777721
176895679.7301,6,20.988888888892205,-118.51666666665852,12,1.567637245586172,37.69496597777721
176895681.9342,6,100,80.86666666666775,15,1.6633333333333333,56.75833267211387
176895681.9384,6,100,39.933333333336655,13,3.164535686445287,56.75833267211387
176895681.9418,6,91.11666666666717,-10.066666666663219,13,3.164535686445287,56.75833267211387
176895681.9453,6,59.95555555555783,-60.06666666666184,13,3.164535686445287,56.75833267211387
176895681.9488,6,26.622222222225542,-110.066666666659,13,3.164535686445287,56.75833267211387
176895681.9523,2,6.51666666666977,-140.22499999999408,13,6.9986070593358605,0
176895684.1565,6,100,69.28333333333508,14,2.4728772914243087,50.961861263472855
176895684.16,6,100,25.9500000000038,13,2.698387805517587,50.961861263472855
176895684.1634,6,82.67777777777876,-24.049999999996047,13,2.698387805517587,50.961861263472855
176895684.1669,6,50.63333333333614,-74.049999999994,13,2.698387805517587,50.961861263472855
176895684.1705,6,17.300000000003223,-124.04999999999289,13,2.698387805517587,50.961861263472855
176895684.1745,1,7.733333333336432,-138.3999999999914,13,6.283801122357982,0
176895686.3788,6,100,65.20000000000198,15,2.413474086236989,57.290859754833065
176895686.3829,6,100,15.200000000003627,15,2.413474086236989,57.290859754833065
176895686.3864,6,76.80000000000132,-34.79999999999645,15,2.413474086236989,57.290859754833065
176895686.3899,6,43.46666666666988,-84.79999999999377,15,2.413474086236989,57.290859754833065
176895686.3933,6,10.133333333336454,-134.79999999999322,15,2.413474086236989,57.290859754833065
176895688.5976,6,100,76.65000000000133,17,1.6440121321987957,45.62623675751081
176895688.6016,6,100,26.6500000000036,17,1.6440121321987957,45.62623675751081
176895688.6051,6,84.43333333333422,-23.349999999996665,17,1.6440121321987957,45.62623675751081
176895688.6085,6,51.10000000000278,-73.34999999999442,17,1.6440121321987957,45.62623675751081
176895688.612,6,17.76666666666992,-123.34999999999195,17,1.6440121321987957,45.62623675751081
176895690.8163,6,100,90.93333333333385,19,0.5982525704181175,50.97335493516075
176895690.8196,6,100,43.658333333336536,17,0.8253239181666666,50.97335493516075
176895690.8231,6,94.44444444444476,-6.341666666663123,17,0.8253239181666666,50.97335493516075
176895690.8265,6,62.43888888889103,-56.34166666666206,17,0.8253239181666666,50.97335493516075
176895690.8301,6,29.10555555555911,-106.34166666665921,17,0.8253239181666666,50.97335493516075
176895690.8335,1,7.966666666669765,-138.0499999999936,17,4.9519435089999995,0
176895693.0378,6,100,65.50000000000196,13,3.7818765250929727,31.485026024660502
176895693.0418,6,100,15.500000000003565,13,3.7818765250929727,31.485026024660502
176895693.0453,6,77.00000000000131,-34.4999999999964,13,3.7818765250929727,31.485026024660502
176895693.0488,6,43.66666666666987,-84.49999999999379,13,3.7818765250929727,31.485026024660502
176895693.0522,6,10.333333333336503,-134.49999999999352,13,3.7818765250929727,31.485026024660502
176895695.2565,6,100,80.44166666666779,15,3.3192521098333336,68.89393452018588
176895695.26,6,100,39.71666666667003,13,4.9565900946696795,68.89393452018588
176895695.2634,6,91.40555555555603,-10.28333333332988,13,4.9565900946696795,68.89393452018588
176895695.2669,6,59.811111111113405,-60.28333333332849,13,4.9565900946696795,68.89393452018588
176895695.2704,6,26.47777777778113,-110.28333333332564,13,4.9565900946696795,68.89393452018588
176895695.2738,2,5.2166666666697745,-142.17499999999453,13,4.912013954509037,0
176895697.4779,6,100,69.96666666666837,12,3.1439973608579312,59.331036153030055
176895697.4814,6,100,19.966666666670175,12,3.1439973608579312,59.331036153030055
176895697.4849,6,79.97777777777891,-30.033333333329704,12,3.1439973608579312,59.331036153030055
176895697.489,6,46.64444444444748,-80.03333333332738,12,3.1439973608579312,59.331036153030055
176895697.4926,6,13.311111111114379,-130.03333333332682,12,3.1439973608579312,59.331036153030055
176895698.4967,4,100,92.46250000000042,11,1.2327984372025,0
176895698.5001,4,100,42.462500000003274,11,1.2327984372025,0
176895698.5036,4,94.97500000000028,-7.537499999996463,11,1.2327984372025,0
176895698.5071,4,61.64166666666885,-57.53749999999532,11,1.2327984372025,0
176895698.5105,4,28.308333333336982,-107.53749999999248,11,1.2327984372025,0
176895698.514,1,3.1163821523350066e-12,-149.9999999999963,11,4.93119374881,0
176895700.7189,6,100,58.36666666666941,10,5.44604306981591,61.044046571801175
176895700.7224,6,100,8.36666666667057,10,5.44604306981591,61.044046571801175
176895700.7259,6,72.24444444444602,-41.63333333332892,10,5.44604306981591,61.044046571801175
176895700.7293,6,38.911111111114586,-91.63333333332633,10,5.44604306981591,61.044046571801175
176895700.7328,6,5.577777777780974,-141.6333333333282,10,5.44604306981591,61.044046571801175
176895702.937,7,100,90.01428571428629,12,4.990000000000001,39.55113933580856
176895702.9404,7,100,51.22857142857453,9,4.990000000000001,39.55113933580856
176895702.9439,7,95.24761904761931,1.2285714285753733,9,4.990000000000001,39.55113933580856
176895702.9474,7,67.48571428571613,-48.77142857142384,9,4.990000000000001,39.55113933580856
176895702.9508,7,34.15238095238429,-98.77142857142124,9,4.990000000000001,39.55113933580856
176895702.9543,2,19.500000000003244,-120.74999999999059,9,4.99,0
176895705.1585,6,100,81.02500000000107,10,1.6477926687997408,49.51282674941959
176895705.1619,6,100,31.025000000003804,10,1.6477926687997408,49.51282674941959
176895705.1654,6,87.3500000000007,-18.974999999996587,10,1.6477926687997408,49.51282674941959
176895705.1689,6,54.01666666666927,-68.97499999999467,10,1.6477926687997408,49.51282674941959
176895705.1723,6,20.683333333336634,-118.97499999999184,10,1.6477926687997408,49.51282674941959
176895707.3768,7,100,81.90000000000103,12,2.1292476081098575,48.752258589671634
176895707.38,7,100,51.892857142860485,7,4.054529219650343,48.752258589671634
176895707.3835,7,93.6380952380956,1.8928571428613026,7,4.054529219650343,48.752258589671634
176895707.387,7,67.92857142857325,-48.107142857137795,7,4.054529219650343,48.752258589671634
176895707.3905,7,34.595238095241214,-98.10714285713523,7,4.054529219650343,48.752258589671634
176895707.3939,3,17.788888888892142,-123.3166666666571,7,6.155657093594466,0
176895709.5984,6,100,90.0083333333339,10,0.8316666666666667,75.35044059517024
176895709.6022,6,100,51.20833333333649,8,1.5904167575952564,75.35044059517024
176895709.6057,6,95.55555555555581,1.208333333337319,8,1.5904167575952564,75.35044059517024
176895709.6092,6,67.47222222222406,-48.79166666666196,8,1.5904167575952564,75.35044059517024
176895709.6133,6,34.138888888892254,-98.79166666665928,8,1.5904167575952564,75.35044059517024
176895709.6167,2,15.750000000003176,-126.37499999999093,8,4.771250272785769,0
176895711.8204,6,100,81.75833333333436,11,0.8186625822395167,46.69119688478535
176895711.8238,6,100,37.825000000003435,9,1.6146087677777334,46.69119688478535
176895711.8273,6,90.06111111111169,-12.174999999996537,9,1.6146087677777334,46.69119688478535
176895711.8307,6,58.55000000000236,-62.17499999999506,9,1.6146087677777334,46.69119688478535
176895711.8341,6,25.216666666669976,-112.17499999999222,9,1.6146087677777334,46.69119688478535
176895711.8377,1,10.93333333333642,-133.59999999999258,9,4.775677113229301,0
176895714.0418,6,100,62.64166666666879,11,1.6633333333333333,57.41099012197071
176895714.0452,6,100,12.641666666670256,11,1.6633333333333333,57.41099012197071
176895714.0487,6,75.09444444444586,-37.35833333332971,11,1.6633333333333333,57.41099012197071
176895714.0522,6,41.761111111114424,-87.35833333332697,11,1.6633333333333333,57.41099012197071
176895714.0556,6,8.427777777780884,-137.35833333332695,11,1.6633333333333333,57.41099012197071
176895716.2599,6,100,71.52500000000161,12,1.6357891294684226,37.87762778363378
176895716.2634,6,100,26.141666666670158,9,2.736491830603299,37.87762778363378
176895716.2669,6,83.33888888888983,-23.858333333330034,9,2.736491830603299,37.87762778363378
176895716.2704,6,50.761111111113905,-73.85833333332772,9,2.736491830603299,37.87762778363378
176895716.2738,6,17.427777777780932,-123.85833333332533,9,2.736491830603299,37.87762778363378
176895716.2771,1,4.533333333336444,-143.19999999999476,9,11.428950983619792,0
